timestamp,age,gender,college,year_of_study,gpa_range,currently_employed,leisure_hours,self_study_hours,study_environment,sleep_hours,impact_on_learning_progress,far_away_deadlines,study_plan,start_early_when_necessary,difficult_to_maintain,data_quality_check,comfort_or_convenience,peers_consider_normal,control_over_habit,sooner_next_month,delay_until_deadline,focus_frequency,delay_unenjoyable_assignments,referrer
14/05/2026 8:57:33,18,Female,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,2.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,6.0,6.0,Nguyễn Hà My
14/05/2026 8:59:01,19,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,6.0,5.0,Open learning space (i.e. university library),6.0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.0,5.0,Hỏa Thúy Quỳnh
14/05/2026 9:05:36,19,Male,CBM (Business and Management),1st Year,3.0 – 3.49,No,3.0,4.0,Cafes,6.0,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.0,7.0,Đặng Tuấn Kiệt
14/05/2026 9:07:28,19,Female,CBM (Business and Management),1st Year,3.5 – 4.0,Yes,4.0,7.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,5.0,6.0,Hỏa Thúy Quỳnh
14/05/2026 9:12:57,18,Female,CBM (Business and Management),1st Year,3.5 – 4.0,No,8.0,3.0,"Private space (i.e. bedroom, home office)",8.0,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,5.0,7.0,"Đặng Tuấn Kiệt, Lê Huy Tâm"
14/05/2026 9:14:58,18,Male,CBM (Business and Management),1st Year,3.5 – 4.0,Yes,3.0,5.0,Open learning space (i.e. university library),7.0,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,2.0,3.0,Hỏa Thúy Quỳnh
14/05/2026 9:15:47,19,Prefer not to say,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,2.0,1.5,"Private space (i.e. bedroom, home office)",6.0,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Disagree,Neutral,Somewhat Agree,3.0,6.0,Hỏa Thúy Quỳnh
14/05/2026 9:17:41,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,6.0,3.0,"Private space (i.e. bedroom, home office)",7.0,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,6.0,4.0,"Đặng Tuấn Kiệt, Nguyễn Trọng Nhân"
14/05/2026 9:22:55,19,Female,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,4.0,5.0,"Private space (i.e. bedroom, home office)",8.0,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,4.0,6.0,Bill.
14/05/2026 9:27:47,20,Female,CAS (Arts and Sciences),2nd Year,3.0 – 3.49,Yes,5.0,7.0,Cafes,5.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,5.0,5.0,Đặng Tuấn Kiệt
14/05/2026 9:29:38,20,Female,CECS (Engineering & Computer Science),2nd Year,3.0 – 3.49,Yes,6.0,4.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,5.0,4.0,Đặng Tuấn Kiệt
14/05/2026 9:31:12,20,Male,CBM (Business and Management),3rd Year,3.0 – 3.49,Yes,2.0,7.0,"Private space (i.e. bedroom, home office)",5.0,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,5.0,4.0,Đỗ Vĩnh Nhi
14/05/2026 9:31:26,18,Male,CECS (Engineering & Computer Science),1st Year,< 2.0,No,2.0,4.0,Cafes,5.0,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,3.0,5.0,Đặng Tuấn Kiệt
14/05/2026 9:33:32,19,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,Yes,5.0,5.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.0,6.0,Đặng Tuấn Kiệt
14/05/2026 9:34:52,18,Male,CECS (Engineering & Computer Science),1st Year,2.5 – 2.99,No,6.0,3.0,Open learning space (i.e. university library),6.0,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,3.0,5.0,Nguyễn Trọng Nhân
14/05/2026 9:39:33,21,Female,CBM (Business and Management),4th Year,3.0 – 3.49,Yes,5.0,2.0,"Private space (i.e. bedroom, home office)",6.0,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,5.0,6.0,Hỏa Thúy Quỳnh
14/05/2026 9:43:39,19,Female,CAS (Arts and Sciences),2nd Year,3.5 – 4.0,No,3.0,8.0,Cafes,6.0,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,6.0,3.0,Đỗ Vĩnh Nhi
14/05/2026 9:44:45,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,10.0,Collaborative space (i.e. group study room),6.0,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,4.0,1.0,Đỗ Vĩnh Nhi
14/05/2026 9:49:39,20,Male,CECS (Engineering & Computer Science),2nd Year,3.5 – 4.0,Yes,2.0,6.0,Open learning space (i.e. university library),6.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,5.0,5.0,Đặng Tuấn Kiệt
14/05/2026 9:51:31,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,2.0,1.0,Cafes,5.0,Strongly Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,4.0,5.0,Đặng Tuấn Kiệt
14/05/2026 9:51:50,19,Female,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,Yes,10.0,8.0,Dormitory ,6.0,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,4.0,6.0,Đặng Tuấn Kiệt
14/05/2026 9:52:30,20,Female,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,5.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,4.0,6.0,Đặng Tuấn Kiệt
14/05/2026 9:52:39,18,Male,CECS (Engineering & Computer Science),1st Year,2.0 – 2.49,Yes,8.0,2.0,"Private space (i.e. bedroom, home office)",4.0,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,4.0,7.0,Đặng Tuấn Kiệt
14/05/2026 9:53:40,19,Female,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,4.0,6.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,3.0,6.0,Đặng Tuấn Kiệt
14/05/2026 9:55:27,19,Female,CECS (Engineering & Computer Science),1st Year,2.5 – 2.99,No,4.0,1.0,Collaborative space (i.e. group study room),5.0,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Agree,3.0,6.0,Nguyễn Hà My
14/05/2026 10:01:30,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,4.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,5.0,5.0,"Đặng Tuấn Kiệt, Hỏa Thúy Quỳnh"
14/05/2026 10:02:27,18,Female,CBM (Business and Management),1st Year,3.5 – 4.0,No,3.0,3.0,"Private space (i.e. bedroom, home office)",9.0,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,5.0,5.0,Đặng Tuấn Kiệt
14/05/2026 10:02:38,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,3.0,8.0,Open learning space (i.e. university library),6.0,Strongly Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,6.0,5.0,Đặng Tuấn Kiệt
14/05/2026 10:02:50,19,Female,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,Yes,2.0,6.0,"Private space (i.e. bedroom, home office)",5.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,6.0,4.0,Đặng Tuấn Kiệt
14/05/2026 10:03:31,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,4.0,5.0,Open learning space (i.e. university library),4.0,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,6.0,3.0,Đặng Tuấn Kiệt
14/05/2026 10:04:41,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,9.0,2.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,4.0,5.0,"Đặng Tuấn Kiệt, Lê Huy Tâm, Phan Minh Đức, Nguyễn Trọng Nhân"
14/05/2026 10:05:26,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,Yes,2.0,4.0,"Private space (i.e. bedroom, home office)",8.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3.0,4.0,Đặng Tuấn Kiệt
14/05/2026 10:17:10,18,Male,CECS (Engineering & Computer Science),1st Year,2.5 – 2.99,No,0.5,10.0,Open learning space (i.e. university library),7.5,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,7.0,3.0,Đặng Tuấn Kiệt
14/05/2026 10:17:14,19,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,4.0,4.0,Open learning space (i.e. university library),7.0,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,5.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:17:48,21,Female,CECS (Engineering & Computer Science),2nd Year,3.0 – 3.49,No,8.0,3.0,"Private space (i.e. bedroom, home office)",5.0,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,4.0,5.0,Bill.
14/05/2026 10:19:25,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,No,4.0,9.0,Collaborative space (i.e. group study room),5.0,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,4.0,2.0,Đỗ Vĩnh Nhi
14/05/2026 10:20:17,19,Male,CECS (Engineering & Computer Science),2nd Year,3.0 – 3.49,No,2.0,9.0,"Private space (i.e. bedroom, home office)",6.0,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,5.0,1.0,Đỗ Vĩnh Nhi
14/05/2026 10:20:26,18,Male,CECS (Engineering & Computer Science),1st Year,2.0 – 2.49,No,7.0,1.0,"Private space (i.e. bedroom, home office)",5.0,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,4.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:20:46,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,4.0,"Private space (i.e. bedroom, home office)",6.0,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,4.0,4.0,Đặng Tuấn Kiệt
14/05/2026 10:25:24,20,Male,CECS (Engineering & Computer Science),2nd Year,3.0 – 3.49,No,5.0,3.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,4.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:26:07,19,Male,CBM (Business and Management),1st Year,3.0 – 3.49,No,3.0,2.0,"Private space (i.e. bedroom, home office)",7.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5.0,2.0,Đặng Tuấn Kiệt
14/05/2026 10:27:52,19,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,Yes,2.0,12.0,Collaborative space (i.e. group study room),6.0,Agree,Neutral,Strongly Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Disagree,Disagree,6.0,4.0,"Đặng Tuấn Kiệt, Lê Huy Tâm"
14/05/2026 10:29:22,19,Female,CAS (Arts and Sciences),2nd Year,3.0 – 3.49,No,2.0,8.0,Open learning space (i.e. university library),6.0,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,4.0,5.0,Đỗ Vĩnh Nhi
14/05/2026 10:30:32,20,Male,CHS (Health Science),3rd Year,3.5 – 4.0,Yes,2.0,7.0,Cafes,5.0,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Somewhat Disagree,5.0,5.0,Đỗ Vĩnh Nhi
14/05/2026 10:31:54,19,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,5.0,4.0,Open learning space (i.e. university library),7.0,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,4.0,4.0,"Đặng Tuấn Kiệt, Lê Huy Tâm"
14/05/2026 10:33:31,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,2.0,7.0,Open learning space (i.e. university library),6.0,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,4.0,5.0,Đỗ Vĩnh Nhi
14/05/2026 10:34:45,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,2.0,8.0,Open learning space (i.e. university library),6.0,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,5.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:36:01,18,Female,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,4.0,5.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,Disagree,6.0,4.0,"Đặng Tuấn Kiệt, Lê Huy Tâm"
14/05/2026 10:38:44,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,8.0,3.5,"Private space (i.e. bedroom, home office)",7.0,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,4.0,6.0,"Đặng Tuấn Kiệt, Lê Huy Tâm, Phan Minh Đức"
14/05/2026 10:40:56,18,Male,CHS (Health Science),1st Year,3.0 – 3.49,No,5.0,5.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4.0,5.0,Đặng Tuấn Kiệt
14/05/2026 10:42:09,19,Male,CBM (Business and Management),1st Year,3.0 – 3.49,No,10.0,3.0,"Private space (i.e. bedroom, home office)",5.0,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,5.0,7.0,Đặng Tuấn Kiệt
14/05/2026 10:42:47,20,Male,CAS (Arts and Sciences),1st Year,3.5 – 4.0,No,0.5,6.0,"Private space (i.e. bedroom, home office)",8.0,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,5.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:44:20,20,Female,CBM (Business and Management),3rd Year,3.0 – 3.49,Yes,3.0,9.0,Collaborative space (i.e. group study room),5.0,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,6.0,3.0,Đỗ Vĩnh Nhi
14/05/2026 10:44:27,20,Male,CECS (Engineering & Computer Science),2nd Year,3.5 – 4.0,Yes,2.0,1.0,Collaborative space (i.e. group study room),7.0,Agree,Strongly Agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Strongly Agree,5.0,6.0,Đặng Tuấn Kiệt
14/05/2026 10:46:08,18,Female,CAS (Arts and Sciences),1st Year,3.0 – 3.49,No,2.0,8.0,"Private space (i.e. bedroom, home office)",6.0,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,5.0,4.0,Đỗ Vĩnh Nhi
14/05/2026 10:50:44,18,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,Yes,3.0,3.0,"Private space (i.e. bedroom, home office)",6.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5.0,5.0,Đặng Tuấn Kiệt
14/05/2026 10:56:02,20,Female,CECS (Engineering & Computer Science),2nd Year,3.5 – 4.0,No,4.0,8.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,5.0,3.0,Đặng Tuấn Kiệt
14/05/2026 11:17:03,21,Female,CBM (Business and Management),3rd Year,3.5 – 4.0,Yes,2.0,2.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Neutral,Agree,Somewhat Agree,6.0,4.0,Đặng Tuấn Kiệt
14/05/2026 11:19:40,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,4.0,4.0,Open learning space (i.e. university library),7.0,Neutral,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,2.0,2.0,Ong Quỳnh Trâm
14/05/2026 11:19:57,19,Female,CECS (Engineering & Computer Science),2nd Year,3.5 – 4.0,Yes,4.0,5.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,5.0,2.0,Đặng Tuấn Kiệt
14/05/2026 11:20:07,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,4.0,3.0,"Private space (i.e. bedroom, home office)",8.0,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Agree,4.0,6.0,Ong Quỳnh Trâm
14/05/2026 11:23:03,20,Male,CBM (Business and Management),2nd Year,3.5 – 4.0,No,3.0,4.0,"Private space (i.e. bedroom, home office)",8.0,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,5.0,6.0,"Đặng Tuấn Kiệt, Đỗ Vĩnh Nhi"
14/05/2026 11:23:46,19,Male,CAS (Arts and Sciences),1st Year,3.0 – 3.49,Yes,7.0,9.0,Open learning space (i.e. university library),6.0,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Disagree,6.0,3.0,Ong Quỳnh Trâm
14/05/2026 11:24:33,19,Male,CHS (Health Science),1st Year,3.0 – 3.49,No,8.0,2.0,All above,6.0,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Agree,4.0,6.0,Ong Quỳnh Trâm
14/05/2026 11:26:52,18,Female,CHS (Health Science),1st Year,3.5 – 4.0,No,4.0,7.0,"Private space (i.e. bedroom, home office)",6.0,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,7.0,6.0,Đặng Tuấn Kiệt
14/05/2026 11:27:33,20,Female,CAS (Arts and Sciences),2nd Year,3.0 – 3.49,Yes,3.0,6.0,Open learning space (i.e. university library),5.0,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Agree,Somewhat Disagree,3.0,5.0,Ong Quỳnh Trâm
14/05/2026 11:27:34,19,Female,CBM (Business and Management),1st Year,2.0 – 2.49,Yes,10.0,4.0,"Private space (i.e. bedroom, home office)",10.0,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,4.0,5.0,Ong Quỳnh Trâm
14/05/2026 11:28:07,18,Female,CHS (Health Science),1st Year,3.0 – 3.49,No,3.0,5.0,"Private space (i.e. bedroom, home office)",5.0,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,5.0,4.0,Ong Quỳnh Trâm
14/05/2026 11:29:06,20,Male,CBM (Business and Management),2nd Year,3.5 – 4.0,Yes,3.0,4.0,"Private space (i.e. bedroom, home office)",8.0,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,6.0,3.0,Đỗ Vĩnh Nhi
14/05/2026 11:29:24,19,Male,CAS (Arts and Sciences),1st Year,3.5 – 4.0,Yes,4.0,8.0,Collaborative space (i.e. group study room),6.0,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,4.0,6.0,Ong Quỳnh Trâm
14/05/2026 11:31:48,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,6.0,4.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Agree,4.0,5.0,"Ong Quỳnh Trâm, Nguyễn Trọng Nhân"
14/05/2026 11:32:21,20,Male,CECS (Engineering & Computer Science),2nd Year,3.5 – 4.0,Yes,4.0,7.0,"Private space (i.e. bedroom, home office)",5.0,Agree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,5.0,Ong Quỳnh Trâm
14/05/2026 11:33:27,19,Female,CAS (Arts and Sciences),,,,,,,,,,,,,,,,,,,,,
14/05/2026 11:36:43,18,Female,CAS (Arts and Sciences),1st Year,3.0 – 3.49,No,2.0,7.0,Open learning space (i.e. university library),8.0,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,5.0,5.0,Đỗ Vĩnh Nhi
14/05/2026 11:37:25,18,Female,CAS (Arts and Sciences),1st Year,3.5 – 4.0,Yes,3.0,7.0,Open learning space (i.e. university library),9.0,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,4.0,5.0,Ong Quỳnh Trâm
14/05/2026 11:39:23,19,Male,CBM (Business and Management),2nd Year,3.0 – 3.49,No,3.0,6.0,"Private space (i.e. bedroom, home office)",6.0,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,4.0,5.0,Đỗ Vĩnh Nhi
14/05/2026 11:40:10,18,Female,CAS (Arts and Sciences),1st Year,3.5 – 4.0,Yes,35.0,35.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,4.0,6.0,Ong Quỳnh Trâm
